stock_code,name,name_abbr,tax_code,industry_code,company_type,industry
4161,聿新生物科技股份有限公司,聿新科,16930971,22,上櫃,生技醫療業
3122,笙泉科技股份有限公司,笙泉,16945166,24,上櫃,半導體業
3527,聚積科技股份有限公司,聚積,16948543,24,上櫃,半導體業
6951,青新環境工程股份有限公司,青新,16952840,35,興櫃,綠能環保
1796,金穎生物科技股份有限公司,金穎生技,16962158,2,上櫃,食品工業
3346,麗清科技股份有限公司,麗清,16992625,12,上市,汽車工業
3491,昇達科技股份有限公司,昇達科,16999508,27,上櫃,通信網路業
9928,中國電視事業股份有限公司,中視,18556774,20,上市,其他
1233,天仁茶業股份有限公司,天仁,18559415,2,上市,食品工業
4123,晟德大藥廠股份有限公司,晟德,18606304,22,上櫃,生技醫療業
4401,東隆興業股份有限公司,東隆興,18770509,4,上櫃,紡織纖維
1240,茂生農經股份有限公司,茂生農經,18795706,33,上櫃,農業科技業
2535,達欣工程股份有限公司,達欣工,18997007,14,上市,建材營造
2492,華新科技股份有限公司,華新科,19004316,28,上市,電子零組件業
8360,中華電視股份有限公司,華視,20516997,20,公開發行,其他
1234,黑松股份有限公司,黑松,20651901,2,上市,食品工業
6593,台灣銘板股份有限公司,台灣銘板,20675832,30,上櫃,資訊服務業
8329,臺灣電視事業股份有限公司,台視,20685000,32,興櫃,文化創意業
3052,夆典科技開發股份有限公司,夆典,20730758,14,上市,建材營造
1308,亞洲聚合股份有限公司,亞聚,20747385,3,上市,塑膠工業
6279,胡連精密股份有限公司,胡連,20759430,28,上櫃,電子零組件業
4126,太平洋醫材股份有限公司,太醫,20765714,22,上櫃,生技醫療業
5309,系統電子工業股份有限公司,系統電,20768310,28,上櫃,電子零組件業
6776,展碁國際股份有限公司,展碁國際,20773257,29,上市,電子通路業
9912,偉聯科技股份有限公司,偉聯,20792640,25,上市,電腦及週邊設備業
2908,特力股份有限公司,特力,20795246,18,上市,貿易百貨
3114,好德科技股份有限公司,好德,20799897,28,上櫃,電子零組件業
6227,茂綸股份有限公司,茂綸,20811962,29,上櫃,電子通路業
9933,中鼎工程股份有限公司,中鼎,20817282,20,上市,其他
4548,名超企業股份有限公司,名超,20819325,13,公開發行,電子工業
2353,宏碁股份有限公司,宏碁,20828393,25,上市,電腦及週邊設備業
2247,汎德永業汽車股份有限公司,汎德永業,20838245,12,上市,汽車工業
1310,台灣苯乙烯工業股份有限公司,台苯,20844865,3,上市,塑膠工業
2459,敦吉科技股份有限公司,敦吉,20863763,31,上市,其他電子業
2471,資通電腦股份有限公司,資通,20873360,30,上市,資訊服務業
6244,茂迪股份有限公司,茂迪,20889546,26,上櫃,光電業
3026,禾伸堂企業股份有限公司,禾伸堂,20891326,28,上市,電子零組件業
6958,日盛台駿國際租賃股份有限公司,日盛台駿,20896434,20,興櫃,其他
8387,緯來電視網股份有限公司,緯來電視,20913187,20,公開發行,其他
1232,大統益股份有限公司,大統益,20927014,2,上市,食品工業
2910,統領百貨股份有限公司,統領,20937863,18,上市,貿易百貨
2404,漢唐集成股份有限公司,漢唐,20938096,31,上市,其他電子業
6722,輝創電子股份有限公司,輝創,20947969,31,興櫃,其他電子業
3011,今皓實業股份有限公司,今皓,20950226,28,上市,電子零組件業
2385,群光電子股份有限公司,群光,20954200,28,上市,電子零組件業
2420,新巨企業股份有限公司,新巨,20970807,28,上市,電子零組件業
8119,公信電子股份有限公司,公信,20972349,25,興櫃,電腦及週邊設備業
2405,輔信科技股份有限公司,輔信,20980880,25,上市,電腦及週邊設備業
1527,鑽全實業股份有限公司,鑽全,20982120,5,上市,電機機械
3042,台灣晶技股份有限公司,晶技,21204867,28,上市,電子零組件業
2324,仁寶電腦工業股份有限公司,仁寶,21222725,25,上市,電腦及週邊設備業
4903,聯合光纖通信股份有限公司,聯光通,21223267,27,上櫃,通信網路業
5386,青雲國際科技股份有限公司,青雲,21224842,25,上櫃,電腦及週邊設備業
6206,飛捷科技股份有限公司,飛捷,21230513,25,上市,電腦及週邊設備業
5201,凱衛資訊股份有限公司,凱衛,21261212,30,上櫃,資訊服務業
8917,欣泰石油氣股份有限公司,欣泰,22000004,23,上櫃,油電燃氣業
6158,禾昌興業股份有限公司,禾昌,22006020,28,上櫃,電子零組件業
6281,全國電子股份有限公司,全國電,22006252,29,上市,電子通路業
2442,新美齊股份有限公司,新美齊,22006274,14,上市,建材營造
3521,鴻翊國際股份有限公司,鴻翊,22023793,25,上櫃,電腦及週邊設備業
2419,仲琦科技股份有限公司,仲琦,22029190,27,上市,通信網路業
6113,亞矽科技股份有限公司,亞矽,22033899,29,上櫃,電子通路業
2376,技嘉科技股份有限公司,技嘉,22044755,25,上市,電腦及週邊設備業
3040,遠見科技股份有限公司,遠見,22050221,20,上市,其他
6129,普誠科技股份有限公司,普誠,22050539,24,上櫃,半導體業
6217,中國探針股份有限公司,中探針,22059031,28,上櫃,電子零組件業
4432,銘旺實業股份有限公司,銘旺實,22069170,4,上櫃,紡織纖維
3520,華盈電子股份有限公司,華盈,22071540,28,上櫃,電子零組件業
1516,川飛能源股份有限公司,川飛,22071751,20,上市,其他
1339,昭輝實業股份有限公司,昭輝,22078327,12,上市,汽車工業
1524,耿鼎企業股份有限公司,耿鼎,22081250,12,上市,汽車工業
2432,倚天酷碁股份有限公司,倚天酷碁-創,22089345,25,上市,電腦及週邊設備業
2342,台灣茂矽電子股份有限公司,茂矽,22099110,24,上市,半導體業
2330,台灣積體電路製造股份有限公司,台積電,22099131,24,上市,半導體業
6287,元隆電子股份有限公司,元隆,22099174,24,上櫃,半導體業
2332,友訊科技股份有限公司,友訊,22099189,27,上市,通信網路業
2363,矽統科技股份有限公司,矽統,22099202,24,上市,半導體業
2344,華邦電子股份有限公司,華邦電,22099218,24,上市,半導體業
2345,智邦科技股份有限公司,智邦,22099287,27,上市,通信網路業
5344,立衛科技股份有限公司,立衛,22099316,24,上櫃,半導體業
2461,光群雷射科技股份有限公司,光群雷,22099322,31,上市,其他電子業
4907,富宇地產股份有限公司,富宇,22099391,14,上櫃,建材營造
2338,台灣光罩股份有限公司,光罩,22099408,24,上市,半導體業
2464,盟立自動化股份有限公司,盟立,22099478,31,上市,其他電子業
5306,桂盟國際股份有限公司,桂盟,22099483,37,上市,運動休閒
2436,偉詮電子股份有限公司,偉詮電,22099499,24,上市,半導體業
3005,神基投資控股股份有限公司,神基,22099532,25,上市,電腦及週邊設備業
2337,旺宏電子股份有限公司,旺宏,22099548,24,上市,半導體業
5348,正能量智能股份有限公司,正能量智能,22099673,27,上櫃,通信網路業
5351,鈺創科技股份有限公司,鈺創,22099694,24,上櫃,半導體業
3057,喬鼎資訊股份有限公司,喬鼎,22099738,25,上市,電腦及週邊設備業
6142,友勁科技股份有限公司,友勁,22099744,27,上市,通信網路業
2380,虹光精密工業股份有限公司,虹光,22099759,25,上市,電腦及週邊設備業
2496,卓越成功股份有限公司,卓越,22099786,20,上市,其他
5314,世紀民生科技股份有限公司,世紀,22099815,24,上櫃,半導體業
3025,星通資訊股份有限公司,星通,22099863,27,上市,通信網路業
8069,元太科技工業股份有限公司,元太,22099890,26,上櫃,光電業
5371,中強光電股份有限公司,中光電,22099907,26,上櫃,光電業
4129,聯合骨科器材股份有限公司,聯合,22099982,22,上櫃,生技醫療業
2384,勝華科技股份有限公司,勝華科技,22100398,13,公開發行,電子工業
5315,光聯科技股份有限公司,光聯,22100405,26,上櫃,光電業
6174,安碁科技股份有限公司,安碁,22100469,28,上櫃,電子零組件業
6167,久正光電股份有限公司,久正,22100566,26,上櫃,光電業
8027,鈦昇科技股份有限公司,鈦昇,22101002,5,上櫃,電機機械
8110,華東科技股份有限公司,華東,22101116,24,上市,半導體業
6176,瑞儀光電股份有限公司,瑞儀,22101208,26,上市,光電業
3372,台灣典範半導體股份有限公司,典範,22101544,24,上櫃,半導體業
1225,福懋油脂股份有限公司,福懋油,22102298,2,上市,食品工業
1227,佳格食品股份有限公司,佳格,22102473,2,上市,食品工業
6205,詮欣股份有限公司,詮欣,22115625,28,上市,電子零組件業
5511,德昌營造股份有限公司,德昌,22132814,14,上櫃,建材營造
6292,迅德興業股份有限公司,迅德,22133530,28,上櫃,電子零組件業
2481,強茂股份有限公司,強茂,22145016,24,上市,半導體業
6189,豐藝電子股份有限公司,豐藝,22151585,29,上市,電子通路業
4942,嘉彰股份有限公司,嘉彰,22164527,26,上市,光電業
3047,訊舟科技股份有限公司,訊舟,22164580,27,上市,通信網路業
2377,微星科技股份有限公司,微星,22178368,25,上市,電腦及週邊設備業
6161,捷波資訊股份有限公司,捷波,22178466,25,上櫃,電腦及週邊設備業
6222,上揚科技股份有限公司,上揚,22182927,26,上櫃,光電業
2540,愛山林建設開發股份有限公司,愛山林,22190686,14,上市,建材營造
3226,至寶光電股份有限公司,至寶電,22193115,5,上櫃,電機機械
1565,精華光學股份有限公司,精華,22195654,22,上櫃,生技醫療業
8097,常珵科技股份有限公司,常珵,22206879,27,上櫃,通信網路業
4543,萬在工業股份有限公司,萬在,22212598,5,上櫃,電機機械
2534,宏盛建設股份有限公司,宏盛,22221180,14,上市,建材營造
2392,正崴精密工業股份有限公司,正崴,22223510,28,上市,電子零組件業
1530,亞崴機電股份有限公司,亞崴,22224692,5,上市,電機機械
3533,嘉澤端子工業股份有限公司,嘉澤,22244141,28,上市,電子零組件業
6275,元山科技工業股份有限公司,元山,22264722,28,上櫃,電子零組件業
5701,劍湖山世界股份有限公司,劍湖山,22265047,16,上櫃,觀光事業
1451,年興紡織股份有限公司,年興,22266307,4,上市,紡織纖維
8376,遠鼎投資股份有限公司,遠鼎投資,22266828,20,公開發行,其他
1470,大統新創股份有限公司,大統新創,22267777,4,上市,紡織纖維
1522,堤維西交通工業股份有限公司,堤維西,22269487,12,上市,汽車工業
2059,川湖科技股份有限公司,川湖,22274989,28,上市,電子零組件業
4305,世坤塑膠股份有限公司,世坤,22281617,3,上櫃,塑膠工業
2579,鈺通營造工程股份有限公司,鈺通營造,22298292,14,公開發行,建材營造
4555,台灣氣立股份有限公司,氣立,22301178,5,上市,電機機械
3362,先進光電科技股份有限公司,先進光,22301825,26,上櫃,光電業
6115,鎰勝工業股份有限公司,鎰勝,22304288,28,上市,電子零組件業
3597,映興電子股份有限公司,映興,22306125,28,上櫃,電子零組件業
6155,鈞寶電子工業股份有限公司,鈞寶,22306130,28,上市,電子零組件業
2027,大成不銹鋼工業股份有限公司,大成鋼,22318348,10,上市,鋼鐵工業
8350,榮輪科技股份有限公司,榮輪科技,22318868,20,公開發行,其他
5487,通泰積體電路股份有限公司,通泰,22321575,24,上櫃,半導體業
8147,正淩精密工業股份有限公司,正淩,22324051,28,上櫃,電子零組件業
2465,麗臺科技股份有限公司,麗臺,22325002,25,上市,電腦及週邊設備業
6790,永豐餘消費品實業股份有限公司,永豐實,22327037,9,上市,造紙工業
6245,立端科技股份有限公司,立端,22327466,27,上櫃,通信網路業
8359,錢櫃企業股份有限公司,錢櫃,22327867,16,興櫃,觀光事業
2425,承啟科技股份有限公司,承啟,22332192,25,上市,電腦及週邊設備業
2527,宏璟建設股份有限公司,宏璟,22344508,14,上市,建材營造
9940,信義房屋股份有限公司,信義,22354940,20,上市,其他
2636,台驊國際投資控股股份有限公司,台驊投控,22358734,15,上市,航運業
5902,德記洋行股份有限公司,德記,22358925,38,上櫃,居家生活
4551,智伸科技股份有限公司,智伸科,22363342,12,上市,汽車工業
8112,至上電子股份有限公司,至上,22368959,29,上市,電子通路業
8481,政伸企業股份有限公司,政伸,22396792,20,上市,其他
2434,統懋半導體股份有限公司,統懋,22404266,24,上市,半導體業
5530,龍巖股份有限公司,龍巖,22415496,20,上櫃,其他
3653,健策精密工業股份有限公司,健策,22415854,28,上市,電子零組件業
5508,永信建設開發股份有限公司,永信建,22417810,14,上櫃,建材營造
6647,合迪股份有限公司,合迪,22424994,20,公開發行,其他
6752,叡揚資訊股份有限公司,叡揚,22425662,30,上櫃,資訊服務業
2426,鼎元光電科技股份有限公司,鼎元,22434156,26,上市,光電業
2358,廷鑫興業股份有限公司,廷鑫,22447526,20,上市,其他
2331,精英電腦股份有限公司,精英,22449566,25,上市,電腦及週邊設備業
2235,謚源實業股份有限公司,謚源,22479934,5,上櫃,電機機械
3008,大立光電股份有限公司,大立光,22480876,26,上市,光電業
3043,科風股份有限公司,科風,22485794,31,上市,其他電子業
3550,聯穎科技股份有限公司,聯穎,22488639,28,上市,電子零組件業
3230,錦明實業股份有限公司,錦明,22490277,26,上櫃,光電業
2539,櫻花建設股份有限公司,櫻花建,22491640,14,上市,建材營造
8342,益張實業股份有限公司,益張,22492367,20,上櫃,其他
2449,京元電子股份有限公司,京元電子,22507241,24,上市,半導體業
4523,永彰科技股份有限公司,永彰,22522361,5,上櫃,電機機械
6134,萬旭電業股份有限公司,萬旭,22522622,28,上櫃,電子零組件業
8938,明安國際企業股份有限公司,明安,22532826,37,上櫃,運動休閒
2069,運錩鋼鐵股份有限公司,運錩,22533297,10,上市,鋼鐵工業
4546,長亨精密股份有限公司,長亨,22540430,5,興櫃,電機機械
2066,世德工業股份有限公司,世德,22546808,5,上櫃,電機機械
4527,(方方土)霖冷凍機械股份有限公司,方方土霖,22551554,5,上櫃,電機機械
2912,統一超商股份有限公司,統一超,22555003,18,上市,貿易百貨
3229,晟鈦股份有限公司,晟鈦,22570840,28,上市,電子零組件業
3217,優群科技股份有限公司,優群,22575850,28,上櫃,電子零組件業
8162,微矽電子股份有限公司,微矽電子,22579547,24,興櫃,半導體業
1336,台翰精密科技股份有限公司,台翰,22589593,28,上櫃,電子零組件業
3128,昇銳電子股份有限公司,昇銳,22601576,26,上櫃,光電業
6226,光鼎電子股份有限公司,光鼎,22601800,26,上市,光電業
5209,新鼎系統股份有限公司,新鼎,22619999,20,上櫃,其他
2348,海悅國際開發股份有限公司,海悅,22624873,20,上市,其他
1742,台灣蠟品股份有限公司,台蠟,22625269,21,上櫃,化學工業
3537,堡達實業股份有限公司,堡達,22625795,28,上櫃,電子零組件業
8032,光菱電子股份有限公司,光菱,22626725,29,上櫃,電子通路業
2327,國巨股份有限公司,國巨,22636630,28,上市,電子零組件業
5202,力新國際科技股份有限公司,力新,22645531,30,上櫃,資訊服務業
9958,世紀鋼鐵結構股份有限公司,世紀鋼,22649001,10,上市,鋼鐵工業
6840,東研信超股份有限公司,東研信超,22652384,31,上櫃,其他電子業
1745,欣嘉石油氣股份有限公司,欣嘉公司,22658633,7,公開發行,化學生技醫療
2537,聯上開發股份有限公司,聯上發,22659295,14,上市,建材營造
1743,大台南天然氣股份有限公司,大台南,22660547,7,公開發行,化學生技醫療
4119,旭富製藥科技股份有限公司,旭富,22662545,22,上市,生技醫療業
4529,淳紳股份有限公司,淳紳,22662904,20,上櫃,其他
2225,國都汽車股份有限公司,國都汽車,22663848,12,公開發行,汽車工業
2379,瑞昱半導體股份有限公司,瑞昱,22671299,24,上市,半導體業
4413,飛寶企業股份有限公司,飛寶企業,22676914,4,上櫃,紡織纖維
2233,宇隆科技股份有限公司,宇隆,22702791,12,上市,汽車工業
3055,蔚華科技股份有限公司,蔚華科,22729784,29,上市,電子通路業
3232,昱捷股份有限公司,昱捷,22731120,29,上櫃,電子通路業
8409,商之器科技股份有限公司,商之器,22743619,22,上櫃,生技醫療業
1817,凱撒衛浴股份有限公司,凱撒衛,22746550,8,上市,玻璃陶瓷
3308,聯德電子股份有限公司,聯德,22749711,28,上市,電子零組件業
6871,新鑫股份有限公司,新鑫,22764579,20,公開發行,其他
3342,飛虹高科股份有限公司,飛虹高科,22764634,13,公開發行,電子工業
5525,順天建設股份有限公司,順天,22764965,14,上市,建材營造
2484,希華晶體科技股份有限公司,希華,22771229,28,上市,電子零組件業
5439,高技企業股份有限公司,高技,22773079,28,上櫃,電子零組件業
6418,詠昇電子股份有限公司,詠昇,22774892,28,上櫃,電子零組件業
4535,至興精機股份有限公司,至興,22794503,5,上櫃,電機機械
4590,富田電機股份有限公司,富田,22802861,5,公開發行,電機機械
5514,三豐建設股份有限公司,三豐,22817225,14,上櫃,建材營造
2514,龍邦國際興業股份有限公司,龍邦,22817273,20,上市,其他
2222,桃苗汽車股份有限公司,桃苗汽車,22817885,12,公開發行,汽車工業
1460,宏遠興業股份有限公司,宏遠,22817999,4,上市,紡織纖維
2226,中部汽車股份有限公司,中部汽車,22819125,12,公開發行,汽車工業
1616,億泰電線電纜股份有限公司,億泰,22819700,6,上市,電器電纜
1739,欣雲天然氣股份有限公司,欣雲天然,22820164,7,公開發行,化學生技醫療
2382,廣達電腦股份有限公司,廣達,22822281,25,上市,電腦及週邊設備業
2745,五福旅行社股份有限公司,五福,22835878,16,上櫃,觀光事業
6207,雷科股份有限公司,雷科,22837088,28,上櫃,電子零組件業
4104,佳醫健康事業股份有限公司,佳醫,22854522,22,上市,生技醫療業
6792,詠業科技股份有限公司,詠業,22864367,27,上市,通信網路業
2743,山富國際旅行社股份有限公司,山富,22888987,16,上櫃,觀光事業
6185,幃翔精密股份有限公司,幃翔,22906009,28,上櫃,電子零組件業
4427,展頌股份有限公司,展頌,22927617,4,公開發行,紡織纖維
3432,台端興業股份有限公司,台端,22928881,28,上市,電子零組件業
6156,松上電子股份有限公司,松上,22944019,28,上櫃,電子零組件業
3310,佳穎精密企業股份有限公司,佳穎,22948084,28,上櫃,電子零組件業
000930,華南永昌綜合證券股份有限公司,華南永昌,22955774,XX,公開發行,管理股票
6020,大展證券股份有限公司,大展證,22955802,17,上櫃,金融保險
6005,群益金鼎證券股份有限公司,群益證,22956035,17,上市,金融保險
000511,富隆證券股份有限公司,富隆,22956788,XX,公開發行,管理股票
6021,美好證券股份有限公司,美好證,22957098,17,上櫃,金融保險
000960,富邦綜合證券股份有限公司,富邦證券,22957301,XX,公開發行,管理股票
000560,永興證券股份有限公司,永興,22957745,XX,公開發行,管理股票
2621,立榮航空股份有限公司,立榮航空,22958771,15,公開發行,航運業
000532,高橋證券股份有限公司,高橋,22958842,XX,公開發行,管理股票
9937,全國加油站股份有限公司,全國,22958907,23,上市,油電燃氣業
000538,第一金證券股份有限公司,第一金證,22959223,XX,公開發行,管理股票
4906,正文科技股份有限公司,正文,22960571,27,上市,通信網路業
1466,聚隆纖維股份有限公司,聚隆,22976047,4,上市,紡織纖維
6425,易發精機股份有限公司,易發,22994919,5,上櫃,電機機械
4564,元翎精密工業股份有限公司,元翎,23019109,5,上市,電機機械
6496,科懋生物科技股份有限公司,科懋,23024594,22,上櫃,生技醫療業
6160,欣技資訊股份有限公司,欣技,23058518,25,上櫃,電腦及週邊設備業
8924,大田精密工業股份有限公司,大田,23060009,37,上櫃,運動休閒
5903,全家便利商店股份有限公司,全家,23060248,38,上櫃,居家生活
2347,聯強國際股份有限公司,聯強,23060541,29,上市,電子通路業
5355,佳總興業股份有限公司,佳總,23063420,28,上櫃,電子零組件業
6821,聯寶電子股份有限公司,聯寶,23065258,28,上櫃,電子零組件業
000546,寶盛證券股份有限公司,寶盛,23111648,XX,公開發行,管理股票
6008,凱基證券股份有限公司,凱基證券,23111915,XX,公開發行,管理股票
2536,宏普建設股份有限公司,宏普,23113054,14,上市,建材營造
0009A0,永豐金證券股份有限公司,永豐金證,23113343,XX,公開發行,管理股票
9911,台灣櫻花股份有限公司,櫻花,23113940,38,上市,居家生活
4121,優盛醫學科技股份有限公司,優盛,23123644,22,上櫃,生技醫療業
5210,寶碩財務科技股份有限公司,寶碩,23131763,30,上櫃,資訊服務業
3297,杭特電子股份有限公司,杭特,23133690,26,上櫃,光電業
6196,帆宣系統科技股份有限公司,帆宣,23145632,31,上市,其他電子業
1788,杏昌生技股份有限公司,杏昌,23161816,22,上櫃,生技醫療業
8201,無敵科技股份有限公司,無敵,23163259,31,上市,其他電子業
1618,合機電線電纜股份有限公司,合機,23206102,6,上市,電器電纜
4558,寶緯工業股份有限公司,寶緯,23209895,5,上櫃,電機機械
6257,矽格股份有限公司,矽格,23218022,24,上市,半導體業
8927,北基國際股份有限公司,北基,23218091,23,上櫃,油電燃氣業
2855,統一綜合證券股份有限公司,統一證,23218183,17,上市,金融保險
9957,燁聯鋼鐵股份有限公司,燁聯,23218395,10,興櫃,鋼鐵工業
2349,錸德科技股份有限公司,錸德,23218873,26,上市,光電業
2231,為升電裝工業股份有限公司,為升,23219346,12,上市,汽車工業
1723,中鋼碳素化學股份有限公司,中碳,23221384,21,上市,化學工業
5469,瀚宇博德股份有限公司,瀚宇博,23225071,28,上市,電子零組件業
2618,長榮航空股份有限公司,長榮航,23225229,15,上市,航運業
000601,(牛牛牛)亞證券股份有限公司,牛牛牛亞,23226260,XX,公開發行,管理股票
6543,普惠醫工股份有限公司,普惠醫工,23243578,22,興櫃,生技醫療業
1541,錩泰工業股份有限公司,錩泰,23248433,5,上市,電機機械
8367,建新國際股份有限公司,建新國際,23250583,15,上市,航運業
1735,日勝化工股份有限公司,日勝化,23263551,21,上市,化學工業
4433,興采實業股份有限公司,興采,23282425,4,上櫃,紡織纖維
4116,明基三豐醫療器材股份有限公司,明基醫,23285106,22,上櫃,生技醫療業
8067,志旭國際股份有限公司,志旭,23286631,29,上櫃,電子通路業
3030,德律科技股份有限公司,德律,23292535,31,上市,其他電子業
6169,昱泉國際股份有限公司,昱泉,23296194,32,上櫃,文化創意業
8070,長華電材股份有限公司,長華*,23307811,29,上市,電子通路業
8043,蜜望實企業股份有限公司,蜜望實,23310983,28,上櫃,電子零組件業
3118,進階生物科技股份有限公司,進階,23348952,22,上櫃,生技醫療業
2301,光寶科技股份有限公司,光寶科,23357403,25,上市,電腦及週邊設備業
2856,元富證券股份有限公司,元富證券,23357868,XX,公開發行,管理股票
2548,華固建設股份有限公司,華固,23358846,14,上市,建材營造
8047,星雲電腦股份有限公司,星雲,23360202,31,上櫃,其他電子業
8111,立碁電子工業股份有限公司,立碁,23378792,26,上櫃,光電業
3490,單井工業股份有限公司,單井,23393652,26,上櫃,光電業
3607,谷崧精密工業股份有限公司,谷崧,23414349,28,上市,電子零組件業
000616,中國信託綜合證券股份有限公司,中信證券,23416851,XX,公開發行,管理股票
000638,光和證券股份有限公司,光和,23417015,XX,公開發行,管理股票
1264,德麥食品股份有限公司,德麥,23420497,2,上櫃,食品工業
5450,南良國際股份有限公司,南良,23438530,20,上櫃,其他
2451,創見資訊股份有限公司,創見,23446187,24,上市,半導體業
6101,寬魚國際股份有限公司,寬魚國際,23466893,32,上櫃,文化創意業
000646,大昌證券股份有限公司,大昌證券,23469771,XX,公開發行,管理股票
6027,德信綜合證券(股)公司,德信,23470432,17,興櫃,金融保險
000695,福勝證券股份有限公司,福勝證券,23470904,XX,公開發行,管理股票
6026,福邦證券股份有限公司,福邦證,23471214,17,上櫃,金融保險
6903,巨漢系統科技股份有限公司,巨漢,23473992,31,興櫃,其他電子業
000708,石橋證券股份有限公司,石橋,23474227,XX,公開發行,管理股票
000700,兆豐證券股份有限公司,兆豐證券,23474649,XX,公開發行,管理股票
3642,駿熠電子科技股份有限公司,駿熠電,23491020,20,公開發行,其他
5292,華懋科技股份有限公司,華懋,23492169,35,興櫃,綠能環保
2049,上銀科技股份有限公司,上銀,23503047,5,上市,電機機械
6120,達運精密工業股份有限公司,達運,23504361,26,上市,光電業
8438,昶昕實業股份有限公司,昶昕,23509611,35,上市,綠能環保
3293,鈊象電子股份有限公司,鈊象,23519738,32,上櫃,文化創意業
5905,南仁湖育樂股份有限公司,南仁湖,23524280,16,上櫃,觀光事業
9941,裕融企業股份有限公司,裕融,23528130,20,上市,其他
5864,致和證券股份有限公司,致和證,23530683,17,上櫃,金融保險
5312,寶島光學科技股份有限公司,寶島科,23530966,22,上櫃,生技醫療業
000775,北城證券股份有限公司,北城,23530972,XX,公開發行,管理股票
6506,雙邦實業股份有限公司,雙邦,23531297,4,上櫃,紡織纖維
5205,中茂能資系統整合科技(股)公司,中茂,23533366,35,上櫃,綠能環保
5310,天剛資訊股份有限公司,天剛,23534251,30,上櫃,資訊服務業
2478,大毅科技股份有限公司,大毅,23534301,28,上市,電子零組件業
000815,台新綜合證券股份有限公司,台新證券,23534956,XX,公開發行,管理股票
3037,欣興電子股份有限公司,欣興,23535435,28,上市,電子零組件業
000779,國票綜合證券股份有限公司,國票綜合,23535744,XX,公開發行,管理股票
3023,信邦電子股份有限公司,信邦,23542766,28,上市,電子零組件業
6664,群翊工業股份有限公司,群翊,23555277,28,上櫃,電子零組件業
1537,廣隆光電科技股份有限公司,廣隆,23556563,5,上市,電機機械
3406,玉晶光電股份有限公司,玉晶光,23572557,26,上市,光電業
3138,耀登科技股份有限公司,耀登,23573774,27,上市,通信網路業
6266,泰詠電子股份有限公司,泰詠,23576977,28,上櫃,電子零組件業
2402,毅嘉科技股份有限公司,毅嘉,23588039,28,上市,電子零組件業
4532,瑞智精密股份有限公司,瑞智,23603284,5,上市,電機機械
1477,聚陽實業股份有限公司,聚陽,23609668,4,上市,紡織纖維
6272,驊陞科技股份有限公司,驊陞,23610975,28,興櫃,電子零組件業
2417,圓剛科技股份有限公司,圓剛,23611974,25,上市,電腦及週邊設備業
5364,力麗觀光開發股份有限公司,力麗店,23615486,16,上櫃,觀光事業
5434,崇越科技股份有限公司,崇越,23621614,29,上市,電子通路業
3097,拍檔科技股份有限公司,拍檔,23622986,25,興櫃,電腦及週邊設備業
6886,遠東生物科技股份有限公司,遠東生技,23625631,2,興櫃,食品工業
3213,茂訊電腦股份有限公司,茂訊,23631726,25,上櫃,電腦及週邊設備業
8103,瀚荃股份有限公司,瀚荃,23632274,28,上市,電子零組件業
4106,雃博股份有限公司,雃博,23632773,22,上市,生技醫療業
5704,知本老爺大酒店股份有限公司,老爺知,23637974,16,上櫃,觀光事業
2357,華碩電腦股份有限公司,華碩,23638777,25,上市,電腦及週邊設備業
2359,所羅門股份有限公司,所羅門,23640801,31,上市,其他電子業
6173,信昌電子陶瓷股份有限公司,信昌電,23641338,28,上櫃,電子零組件業
5531,鄉林建設事業股份有限公司,鄉林,23641822,14,上市,建材營造
8905,裕國冷凍冷藏股份有限公司,裕國,23641978,20,上櫃,其他
2354,鴻準精密工業股份有限公司,鴻準,23707801,31,上市,其他電子業
6234,高僑自動化科技股份有限公司,高僑,23712277,26,上櫃,光電業
3088,艾訊股份有限公司,艾訊,23718011,25,上櫃,電腦及週邊設備業
6278,台灣表面黏著科技股份有限公司,台表科,23722471,26,上市,光電業
8093,保銳科技股份有限公司,保銳,23725553,28,上櫃,電子零組件業
6109,亞元科技股份有限公司,亞元,23727428,27,上櫃,通信網路業
8089,康全電訊股份有限公司,康全電訊,23727877,27,上櫃,通信網路業
6819,眾智光電科技股份有限公司,眾智,23734841,24,興櫃,半導體業
7562,博來科技股份有限公司,博來科技-新,23744186,25,興櫃,電腦及週邊設備業
5432,新門科技股份有限公司,新門,23746488,26,上櫃,光電業
6141,柏承科技股份有限公司,柏承,23750095,28,上市,電子零組件業
1598,岱宇國際股份有限公司,岱宇,23751545,37,上市,運動休閒
5481,新華泰富股份有限公司,新華,23790625,20,上櫃,其他
6407,相互股份有限公司,相互,23810592,28,興櫃,電子零組件業
4985,富相科技股份有限公司,富相,23819587,13,公開發行,電子工業
2401,凌陽科技股份有限公司,凌陽,23821182,24,上市,半導體業
5901,中友百貨股份有限公司,中友百貨,23824097,18,公開發行,貿易百貨
6016,康和綜合證券股份有限公司,康和證,23824511,17,上櫃,金融保險
2399,映泰股份有限公司,映泰,23826200,25,上市,電腦及週邊設備業
8131,福懋科技股份有限公司,福懋科,23826736,24,上市,半導體業
000838,安泰證券股份有限公司,安泰證券,23827117,XX,公開發行,管理股票
5345,天揚精密科技股份有限公司,天揚,23827860,20,上櫃,其他
5203,訊連科技股份有限公司,訊連,23829868,30,上市,資訊服務業
4572,駐龍精密機械股份有限公司,駐龍,23830154,5,上市,電機機械
